data = [
188.638 , 220.729 , 1135.71 , 26152 
261.565 , 247.288 , 1102.92 , 26199 
285.845 , 264.793 , 1085.28 , 26241 
296.189 , 273.31 , 1068.38 , 26284 
301.913 , 283.002 , 1049.76 , 26326 
296.963 , 295.719 , 1027.34 , 26374 
293.609 , 291.605 , 1015.17 , 26414 
289.125 , 285.361 , 1008.34 , 26456 
280.437 , 278.229 , 1007.45 , 26497 
257.464 , 262.34 , 1012.66 , 26545 
243.525 , 251.064 , 1011.27 , 26586 
230.374 , 237.022 , 1009.35 , 26627 
201.867 , 213.573 , 1014.07 , 26675 
185.503 , 200.963 , 1022.63 , 26720 
173.374 , 191.156 , 1036.21 , 26762 
155.05 , 180.888 , 1074.88 , 26808 
147.832 , 176.484 , 1098.18 , 26851 
145.315 , 174.758 , 1122.56 , 26895 
148.374 , 182.392 , 1175.78 , 26947 
152.439 , 186.556 , 1203.25 , 26988 
158.059 , 190.617 , 1229.38 , 27032 
175.633 , 203.71 , 1276.55 , 27074 
185.011 , 209.283 , 1298.81 , 27115 
194.757 , 211.639 , 1320.64 , 27166 
214.242 , 219.353 , 1361.57 , 27209 
222.639 , 223.689 , 1380.22 , 27251 
228.724 , 226.332 , 1398.39 , 27293 
234.869 , 231.071 , 1412.74 , 27334 
240.897 , 241.121 , 1419.99 , 27376 
240.625 , 239.329 , 1418.22 , 27415 
240.782 , 239.903 , 1414.95 , 27457 
240.092 , 240.298 , 1404.06 , 27498 
236.587 , 240.498 , 1375.4 , 27545 
233.007 , 237.717 , 1357.07 , 27586 
229.607 , 233.614 , 1335.7 , 27627 
219.677 , 229.239 , 1280.26 , 27682 
212.923 , 225.414 , 1245.07 , 27726 
205.049 , 223.05 , 1203.19 , 27770 
186.705 , 228.825 , 1119.25 , 27813 
175.971 , 235.266 , 1077.07 , 27857 
165.05 , 243.263 , 1039.53 , 27903 
156.186 , 264.246 , 991.514 , 27949 
155.782 , 270.251 , 983.77 , 27993 
155.852 , 269.251 , 982.316 , 28043 
166.326 , 268.563 , 1036.14 , 28088 
164.919 , 261.544 , 1056.58 , 28134 
174.474 , 246.304 , 1100.63 , 28176 
179.537 , 238.65 , 1131.93 , 28218 
184.456 , 232.124 , 1162.89 , 28259 
192.073 , 228.852 , 1196.02 , 28298 
203.276 , 229.867 , 1254.58 , 28342 
204.447 , 228.607 , 1277.13 , 28389 
206.588 , 227.502 , 1294.06 , 28435 
210.349 , 230.649 , 1320.74 , 28478 
210.154 , 230.739 , 1328.64 , 28518 
210.354 , 230.622 , 1332.56 , 28558 
210.093 , 230.869 , 1332.26 , 28602 
209.913 , 233.533 , 1320.89 , 28646 
207.777 , 233.093 , 1309.68 , 28691 
203.996 , 232.519 , 1293.82 , 28734 
195.74 , 233.111 , 1255.07 , 28777 
191.006 , 233.513 , 1235.1 , 28819 
184.291 , 231.053 , 1209.11 , 28867 
175.265 , 232.499 , 1155.97 , 28911 
169.789 , 233.378 , 1127.13 , 28952 
163.439 , 234.016 , 1096.67 , 28992 
155.44 , 235.775 , 1062.84 , 29032 
144.949 , 251.11 , 1004.87 , 29087 
142.399 , 258.494 , 981.84 , 29129 
144.029 , 263.649 , 977.079 , 29172 
148.759 , 258.194 , 990.218 , 29214 
147.661 , 247.771 , 998.804 , 29255 
149.253 , 238.878 , 1016 , 29301 
161.197 , 227.107 , 1074.52 , 29344 
166.475 , 221.514 , 1100.66 , 29399 
178.96 , 217.104 , 1148 , 29455 
181.458 , 214.482 , 1166.47 , 29496 
189.129 , 217.778 , 1199.82 , 29543 
191.286 , 218.5 , 1214.52 , 29585 
193.255 , 219.671 , 1225.02 , 29626 
193.059 , 220.649 , 1232.32 , 29669 
191.308 , 226.81 , 1240.02 , 29709 
187.777 , 226.099 , 1233.61 , 29756 
182.991 , 226.429 , 1224.99 , 29797 
175.01 , 230.527 , 1195.54 , 29850 
168.972 , 231.902 , 1174.11 , 29891 
160.444 , 233.714 , 1148.75 , 29931 
151.655 , 235.092 , 1118.61 , 29985 
130.254 , 244.819 , 1057.87 , 30024 
116.075 , 252.092 , 1026.04 , 30064 
86.7044 , 270.143 , 963.988 , 30114 
66.9863 , 283.678 , 928.919 , 30156 
58.903 , 298.36 , 911.782 , 30199 
57.5041 , 308.728 , 914.144 , 30241 
53.3847 , 302.947 , 913.727 , 30282 
50.464 , 294.295 , 918.38 , 30323 
49.305 , 285.521 , 932.689 , 30369 
64.8249 , 269.327 , 979.824 , 30411 
68.0699 , 258.554 , 998.258 , 30453 
70.446 , 250.22 , 1017.8 , 30495 
75.7481 , 243.722 , 1038.94 , 30538 
94.841 , 238.768 , 1089.58 , 30582 
99.6158 , 235.695 , 1109.15 , 30628 
103.448 , 232.333 , 1123.83 , 30669 
110.019 , 230.424 , 1152.89 , 30708 

 ]; 
